path,subject,n_events,n_protraction,n_retraction,base_predictive_score,phase_predictive_score,delta_predictive_score,response_window_ms,minimum_neighbor_ms,endpoint,base_model,phase_basis,regularization_strength,n_selected_events,n_sessions,n_subjects,n_modeled_events,median_delta_predictive_score,mean_delta_predictive_score,n_positive,n_nonzero,p_two_sided,p_sign_two_sided,ci_low,ci_high
sub-anm226694/sub-anm226694_ses-20140222_obj-cj20ns_behavior+icephys+ogen.nwb,anm226694,442.0,380.0,62.0,0.06407109677681166,0.07604729128224508,0.011976194505433413,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm226694/sub-anm226694_ses-20140225_behavior+icephys+ogen.nwb,anm226694,596.0,368.0,228.0,0.038321415062071096,0.10992004265419941,0.07159862759212832,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm226695/sub-anm226695_ses-20140224_obj-1d0uka0_behavior+icephys+ogen.nwb,anm226695,114.0,98.0,16.0,0.014518093115524988,0.060930329475820444,0.046412236360295456,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm226695/sub-anm226695_ses-20140224_obj-y42tpg_behavior+icephys+ogen.nwb,anm226695,186.0,170.0,16.0,0.13338589760558273,0.14876571177372133,0.015379814168138606,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm226695/sub-anm226695_ses-20140225_behavior+icephys+ogen.nwb,anm226695,200.0,131.0,69.0,0.009129350763281252,0.09059570015679841,0.08146634939351716,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm234230/sub-anm234230_ses-20140119_behavior+icephys+ogen.nwb,anm234230,365.0,296.0,69.0,0.03163742652222845,0.036780841599319714,0.005143415077091262,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm234231/sub-anm234231_ses-20140126_behavior+icephys+ogen.nwb,anm234231,238.0,187.0,51.0,0.04567548180394876,0.037312846779041564,-0.008362635024907195,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm234232/sub-anm234232_ses-20140108_behavior+icephys+ogen.nwb,anm234232,319.0,228.0,91.0,0.060692661163952666,0.07002457929911543,0.009331918135162764,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm244024/sub-anm244024_ses-20141112_obj-8tj80c_behavior+icephys+ogen.nwb,anm244024,161.0,136.0,25.0,0.006911869860939834,0.002622710699075048,-0.004289159161864786,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
sub-anm244025/sub-anm244025_ses-20141026_obj-1q7bmz0_behavior+icephys+ogen.nwb,anm244025,248.0,192.0,56.0,0.05020449046231912,0.053609544694467104,0.003405054232147986,50,50,count,context,two_harmonics,1.0,12773,35,20,12296,0.01523287829148684,0.03393180874903194,15,20,0.0003948211669921875,0.04138946533203125,0.006671206090499482,0.03936929832019853
